SynsetTerms,PosScore,NegScore
soft-haired#1,0.25,0
stiff-haired#1,0.25,0
thick-haired#1,0.375,0
tomentous#1,0,0
velvety-haired#1,0.125,0
wiry-coated#1,0,0
wiry#3,0,0
wooly-haired#1,0,0.125
awny#1,0,0
bearded#2,0,0
awnless#1,0,0.25
bearing#1,0,0
supporting#2,0.625,0
nonbearing#1,0,0
beautiful#1,0.75,0
beauteous#1,0.125,0
sightly#1,0.75,0
dishy#1,0.5,0
exquisite#4,0.5,0.125
well-favoured#1,0.625,0
gorgeous#1,0.75,0
lovely#1,0.625,0
picturesque#1,0.75,0
pretty#1,0.875,0.125
pretty-pretty#1,0.5,0
pulchritudinous#1,0.5,0.125
ravishing#1,0.75,0
scenic#1,0.25,0
stunning#4,0.75,0
ugly#1,0,0.375
disfigured#1,0.25,0.375
evil-looking#1,0,0
fugly#1,0,0.75
monstrous#3,0.125,0.375
repulsive#3,0.25,0.625
ill-favoured#1,0,0
scrofulous#3,0.125,0.625
bellied#1,0,0.375
great_bellied#1,0,0
flat-bellied#1,0.125,0.25
banded#1,0,0
unbanded#1,0,0.75
belted#1,0,0
banded#3,0.25,0.125
belt-fed#1,0,0
beltlike#1,0.25,0.125
unbelted#1,0.125,0.25
beneficent#1,0.75,0
benefic#1,0.75,0
maleficent#1,0,0.75
baneful#2,0,0.625
malign#2,0.375,0.25
malicious#1,0.25,0.625
leering#1,0.625,0.25
beady-eyed#1,0.125,0.5
catty#1,0.125,0.75
vicious#4,0,0.75
venomed#1,0.125,0.75
vixenish#1,0,0.875
unmalicious#1,0.222,0.778
benignant#1,0.875,0
kindly#2,0.5,0
malign#1,0.25,0.625
cancerous#2,0.125,0.625
best#1,0.75,0
prizewinning#1,0,0
top-quality#1,0.75,0
world-class#1,0.625,0
sunday-go-to-meeting#1,0,0
optimum#1,0.5,0
primo#1,0.625,0
record-breaking#1,0.375,0
second-best#1,0.25,0
superfine#3,0.375,0.125
unsurpassed#1,0.25,0.625
unsurpassable#1,1,0
worst#1,0.25,0.75
bottom#2,0.25,0.375
lowest#1,0.375,0.5
pessimum#1,0.125,0.5
better#1,0.875,0
amended#2,0.5,0
finer#1,0.75,0
improved#2,0.5,0.25
worse#1,0,0.75
worsened#2,0,0.25
better#2,0.875,0
healthier#1,0.5,0
worsened#1,0.556,0.444
bettering#1,0.375,0
meliorative#1,0.375,0.5
amendatory#1,0,0
corrective#2,0.625,0
remedial#1,0.125,0.375
worsening#1,0,0.25
bicameral#1,0,0
unicameral#1,0,0
bidirectional#1,0,0
bifacial#1,0,0
duplex#2,0,0
two-way#3,0,0
unidirectional#1,0,0
one-way#1,0,0
simplex#1,0,0
unifacial#1,0,0
faced#1,0,0
baby-faced#1,0.125,0
bald-faced#1,0.5,0
featured#2,0,0.125
two-faced#2,0,0
long-faced#1,0.5,0
round-faced#1,0,0
pale-faced#1,0,0
pug-faced#1,0.5,0
sad-faced#1,0.5,0
sweet-faced#1,0.625,0
visaged#1,0,0
faceless#1,0,0.5
anonymous#2,0.125,0.5
bibbed#1,0,0
bibless#1,0.125,0.25
unilateral#1,0,0
one-party#1,0,0
multilateral#1,0,0
two-sided#2,0,0
deep-lobed#1,0.125,0
two-lobed#1,0.375,0
two-way#2,0,0
joint#3,0,0
multipartite#1,0,0
quadrilateral#1,0,0
five-sided#1,0,0
six-sided#1,0,0
seven-sided#1,0,0
eight-sided#1,0,0
nine-sided#1,0,0
ten-sided#1,0,0
eleven-sided#1,0,0
twelve-sided#1,0,0
quadripartite#1,0,0
tetramerous#1,0,0
three-cornered#2,0,0
three-lobed#2,0,0
four-lobed#1,0,0
five-lobed#1,0,0.5
many-lobed#1,0,0
palmately-lobed#1,0.125,0
trilateral#2,0,0
tripartite#1,0,0
bimodal#1,0.125,0
unimodal#1,0,0
binaural#1,0,0
two-eared#1,0.375,0
two-channel#1,0,0
monaural#1,0,0
one-eared#1,0,0
single-channel#1,0,0
binucleated#1,0,0
mononucleate#1,0,0
trinucleated#1,0,0
two-footed#1,0,0
quadrupedal#1,0,0
black#2,0,0
non-white#1,0,0
negro#1,0,0
negroid#1,0,0
white#2,0,0
caucasoid#1,0,0
light-skinned#1,0,0
light-haired#1,0,0
towheaded#1,0,0
fairish#2,0,0
sandy#1,0,0
nordic#3,0,0.125
redheaded#1,0,0
brunette#1,0,0.25
adust#2,0,0
browned#1,0,0
dark#3,0,0
dark-haired#1,0,0
swarthy#1,0,0
grizzled#1,0,0
nutbrown#1,0,0
blemished#1,0,0.375
pustulate#1,0,0.375
blebby#2,0,0
blotchy#2,0,0.5
flyblown#3,0.5,0
scarred#2,0,0.625
pockmarked#2,0.125,0.5
unmutilated#1,0.625,0
untarnished#1,0.625,0
bloody#1,0,0.25
blood-filled#1,0,0
gory#1,0,0.375
bloodsucking#1,0,0
sanguinary#2,0,0.625
slaughterous#1,0,0.625
internecine#2,0,0.5
bloodless#2,0.25,0.25
unbloody#1,0,0
bold#1,0.5,0.125
unfearing#1,0.25,0
temerarious#1,0.5,0.125
emboldened#1,0.375,0
reckless#1,0.125,0.75
heroical#1,0.5,0
nervy#2,0.5,0.5
vaulting#1,0.5,0
overvaliant#1,0.5,0.25
timid#1,0.625,0
bashful#1,0.5,0.5
trepid#1,0.125,0.25
intimidated#1,0.375,0.125
mousy#1,0.5,0.25
bound#1,0,0
enchained#1,0,0
shackled#1,0,0
rolled#3,0,0
pinioned#2,0,0
tethered#1,0,0
trussed#1,0,0
wired#3,0,0
unbound#2,0,0.75
untied#3,0,0.375
untethered#1,0,0.75
tied#4,0,0
untied#2,0,0
tied#3,0,0
knotted#1,0,0
untied#1,0,0.125
tangled#1,0,0
fouled#2,0,0
intermeshed#1,0.125,0
entangled#2,0,0
snarly#1,0,0
matted#1,0,0
rootbound#2,0.25,0
untangled#1,0,0.125
unsnarled#1,0,0
bound#3,0,0
brassbound#2,0.125,0
cased#2,0,0
half-bound#1,0,0
paperbacked#1,0,0
well-bound#1,0.25,0
unbound#1,0,0.75
looseleaf#1,0.25,0
bordered#1,0,0
boxed#1,0,0
featheredged#1,0,0
edged#1,0,0
fringed#1,0,0
lined#1,0,0
sawtoothed-edged#1,0.25,0.25
seagirt#1,0,0
spiny-edged#1,0.25,0
white-edged#1,0,0
unbordered#1,0,0
lotic#1,0,0
lentic#1,0,0
lower-class#1,0,0
non-u#1,0,0.625
proletarian#1,0,0
working-class#1,0,0
lower-middle-class#1,0,0
upper-middle-class#1,0,0
upper-class#1,0,0
quality#2,0.375,0
property-owning#1,0,0
u#1,0,0
tweedy#2,0,0.375
wellborn#1,0.625,0
brachycranic#1,0,0
short-headed#1,0,0
bullet-headed#2,0,0
dolichocranic#1,0,0
long-headed#1,0,0
courageous#1,0.375,0.125
heroic#5,0.5,0.125
gallant#1,0.125,0
spunky#2,0.125,0.375
lionhearted#1,0.375,0.25
stouthearted#1,0.25,0
undaunted#2,0.5,0
valorous#1,0.625,0
fearful#3,0,0.5
funky#4,0,0.25
poltroon#1,0.625,0
unmanly#2,0.25,0.625
plucky#1,0.125,0.75
gutless#1,0.375,0.375
breast-fed#1,0,0
suckled#1,0,0
bottle-fed#1,0,0
eupnoeic#1,0,0
sweet-breathed#1,0,0.125
dyspnoeic#1,0,0.75
asphyxiating#1,0.125,0.375
suffocative#1,0.125,0.375
winded#1,0,0
crystalline#1,0,0
crystallized#2,0,0
microcrystalline#1,0,0
polycrystalline#1,0,0
noncrystalline#1,0,0.25
uncrystallized#2,0.125,0.5
landed#1,0,0
landless#1,0,0
light#6,0.5,0.25
reddened#2,0,0
autofluorescent#1,0,0
bioluminescent#1,0,0
bright#4,0,0.125
candescent#1,0.25,0.125
floodlit#1,0,0
fluorescent#1,0,0
well-lighted#1,0,0
incandescent#1,0,0
lamplit#1,0,0
lighting-up#1,0.125,0
livid#2,0.25,0
sunstruck#1,0,0.25
dark#1,0.125,0.125
stygian#2,0,0.125
pitch-dark#1,0.25,0.375
caliginous#1,0,0.25
cimmerian#1,0.5,0.25
darkened#2,0,0
darkening#1,0,0
darkling#2,0,0.125
darkling#1,0.125,0.125
twilit#1,0,0.25
sulky#3,0,0.125
unlit#2,0.125,0
semidark#1,0.125,0.125
tenebrous#1,0,0.125
shaded#1,0,0
umbrageous#1,0,0.375
unshaded#2,0,0.625
unshadowed#1,0,0.5
hatched#2,0,0
unshaded#1,0,0.5
moony#1,0,0
moonless#1,0,0.5
bridgeable#1,0.375,0
unbridgeable#1,0,0.125
bright#1,0.125,0
nitid#1,0.375,0
luminous#1,0.25,0
sparkly#2,0,0
buttony#1,0,0
refulgent#1,0.125,0
glary#1,0.625,0.125
bright_as_a_new_penny#1,0.375,0.125
brilliant#5,0.375,0.125
ardent#3,0.25,0
glimmery#1,0.25,0
shiny#1,0.5,0
pearlescent#1,0,0
lurid#3,0.125,0
noctilucent#1,0.375,0
slick#3,0.125,0
self-luminous#1,0,0
shimmery#1,0.375,0
silvery#2,0.125,0
twinkling#1,0.375,0
dull#2,0.375,0
matted#2,0,0.25
lustreless#2,0.375,0.375
subdued#4,0.125,0.75
dimmed#1,0.25,0.125
low-beam#1,0,0
undimmed#1,0,0.75
prejudiced#2,0,0
homophobic#1,0,0.125
jaundiced#2,0.25,0.625
loaded#3,0.25,0
racist#2,0,0
sexist#1,0,0
unprejudiced#1,0.5,0
nonracist#1,0.25,0
broad-minded#2,0.5,0
tolerant#3,0.625,0
catholic#2,0.625,0
undogmatical#1,0,0.375
open-minded#1,0.125,0
narrow-minded#2,0.125,0.125
closed-minded#1,0,0.625
dogmatical#1,0.5,0.25
intolerant#2,0.25,0.25
self-opinionated#1,0.25,0.25
small-minded#1,0.25,0.125
reconstructed#1,0,0
unreconstructed#1,0,0
broken#1,0,0.125
unbroken#5,0,0
unkept#1,0,0.125
unbroken#4,0,0.5
broken#2,0,0.125
broken-field#1,0,0
dotted#2,0,0.125
off-and-on#1,0,0
halting#2,0.125,0.125
unbroken#1,0,0
solid#5,0,0.375
uninterrupted#1,0,0
fraternal#3,0,0
sororal#1,0,0
exergonic#1,0,0
endergonic#1,0,0
fraternal#2,0,0
monovular#1,0,0
interred#1,0,0.375
belowground#2,0,0
unburied#1,0,0.25
busy#1,0.375,0
at_work#1,0,0
toiling#1,0,0.375
occupied#4,0.125,0
overbusy#1,0.375,0
tied_up#1,0,0
up_to#1,0.5,0
idle#1,0,0.625
bone-lazy#1,0,0.25
work-shy#1,0,0
lackadaisical#2,0,0.375
bony#3,0,0
bone#1,0,0
boned#2,0,0
bonelike#1,0,0.25
strong-boned#1,0.25,0
boneless#1,0,0.625
deboned#1,0,0
fastened#2,0,0
botonnee#1,0,0
button-down#2,0,0
unfastened#3,0,0.125
open-collared#1,0,0.625
capitalistic#1,0.25,0
bourgeois#1,0,0
private-enterprise#1,0,0
laissez-faire#1,0,0
socialistic#1,0,0
collective#3,0,0
state-controlled#1,0,0
cacophonous#1,0,0.625
scratchy#4,0,0.625
husky#2,0,0.375
jarring#1,0,0.625
strident#4,0,0.5
splitting#1,0,0
euphonous#1,0.625,0
golden#5,0,0.25
silvery#1,0,0.25
calculable#1,0.5,0
estimable#3,0,0
numerable#1,0,0
incalculable#1,0.125,0.625
unnumerable#1,0,0
inestimable#1,0,0
indeterminable#2,0.125,0.625
calm#2,0.375,0
unruffled#2,0.5,0
settled#4,0.5,0.25
windless#1,0,0.5
stormy#1,0,0.75
wild#13,0.375,0.5
surging#1,0.125,0.625
blustery#1,0,0.125
rough#5,0,0.625
windy#1,0,0.375
choppy#2,0,0.25
dirty#12,0,0.75
puffy#3,0,0.125
squally#2,0,0.625
thundery#2,0,0.5
camphorated#1,0,0.25
uncamphorated#1,0,0.25
capable#1,0.125,0
able#3,0.125,0
surefooted#2,0.125,0.625
incapable#1,0.125,0.125
unable#2,0,0.375
capable#3,0,0
incapable#3,0,0.75
cared-for#1,0.125,0
tended_to#1,0,0
uncared-for#1,0.125,0.125
unattended#3,0.125,0.25
untended#1,0,0.125
careful#1,0.5,0
blow-by-blow#1,0.375,0
sure#2,0.25,0
close#4,0.625,0
scrupulous#2,0.25,0.375
elaborated#1,0.5,0
narrow#5,0.5,0.25
too-careful#1,0.5,0
particular#6,0,0
protective#3,0.375,0
studious#1,0.25,0.125
thorough#1,0.75,0
careless#1,0,0.5
perfunctory#1,0.125,0.75
sloppy#6,0.5,0.125
reckless#2,0.125,0.75
incautious#2,0.5,0.25
offhanded#2,0.125,0.375
carnivorous#2,0,0
zoophagous#1,0,0.125
piscivorous#1,0,0
predacious#1,0,0
herbivorous#1,0,0
anthophilous#1,0,0
baccivorous#1,0,0
fruit-eating#1,0,0
grass-eating#1,0,0
plant-eating#1,0,0
saprozoic#1,0,0
saprophytic#2,0,0
omnivorous#1,0,0.125
all-devouring#1,0,0.125
insectivorous#1,0,0
apivorous#1,0,0
myrmecophagous#1,0,0
holozoic#1,0,0
holophytic#1,0,0
pistillate#1,0,0
acarpelous#1,0,0
carpeted#1,0,0.375
uncarpeted#1,0,0.125
carvel-built#1,0,0
flush-seamed#1,0,0
lap-streaked#1,0,0
carven#1,0,0
inscribed#2,0,0
sculptured#1,0.375,0
lapidarian#1,0,0
sliced#2,0,0
uncarved#1,0,0.125
acatalectic#1,0.125,0
catalectic#1,0,0.125
hypercatalectic#1,0,0
cauline#2,0,0
radical#5,0,0
censored#1,0,0
expurgated#1,0,0
uncensored#1,0,0.5
unexpurgated#1,0,0.5
taillike#1,0,0.25
tailed#1,0,0
scaly-tailed#1,0,0
scissor-tailed#1,0,0
short-tailed#1,0,0
square-tailed#1,0.125,0
stiff-tailed#1,0,0
swallow-tailed#1,0,0
tail-shaped#1,0,0
acaudate#1,0,0.25
tailless#1,0,0.625
stemmed#2,0,0
cylindrical-stemmed#1,0,0
leafy-stemmed#1,0,0.125
multi-stemmed#1,0,0
short-stemmed#1,0,0
spiny-stemmed#1,0.25,0
stout-stemmed#1,0,0
thick-stemmed#1,0,0
weak-stemmed#1,0,0
wiry-stemmed#1,0,0
woolly-stemmed#1,0,0
woody-stemmed#1,0,0
stemless#2,0.25,0
causative#1,0.125,0
abortifacient#1,0,0.375
actuating#1,0,0
anorexigenic#1,0,0.5
causal#1,0,0.5
tributary#3,0.25,0.25
errhine#1,0,0.5
fast#10,0.25,0
inductive#3,0.375,0
motor#2,0,0.375
precipitating#1,0,0.125
responsible_for#1,0,0
sternutatory#2,0,0.375
noncausative#1,0,0.25
cautious#1,0.75,0
chary#1,0.5,0.25
fabian#2,0.25,0
gingerly#1,0.625,0.25
overcautious#1,0.625,0
incautious#1,0.25,0.25
tearaway#1,0,0.625
cellular#2,0,0
cancellous#1,0,0
pitted#1,0,0
cell-like#1,0,0.125
lymphoblast-like#1,0.25,0.25
multicellular#1,0,0
noncellular#1,0,0.5
cell-free#1,0,0.25
single-celled#1,0,0
coherent#3,0.5,0
incoherent#2,0.125,0.625
compartmented#1,0,0
uncompartmented#1,0,0.75
porous#2,0,0.625
porose#1,0,0
nonporous#1,0,0.625
central#2,0,0
amidship#1,0,0
bicentric#1,0,0
bifocal#1,0.125,0
midway#1,0,0
centered#1,0,0
centrical#1,0,0
focal#1,0,0
median#3,0,0
midmost#1,0.375,0
nuclear#4,0.125,0
peripheral#1,0,0
circumferential#1,0,0
marginal#1,0.125,0
skirting#1,0.125,0
off-base#1,0,0
centrifugal#1,0,0
outward-developing#1,0,0
outward-moving#1,0,0
centripetal#1,0,0.125
inward-developing#1,0,0
inward-moving#1,0,0
afferent#1,0,0
sensory#1,0,0
corticoafferent#1,0,0
motorial#1,0,0
motor#1,0,0
corticofugal#1,0,0
neuromotor#1,0,0
centralizing#1,0,0
unifying#2,0.25,0.375
integrative#2,0.375,0.5
decentralizing#1,0,0
centrifugal#2,0.125,0.375
certain#3,0,0
definite#2,0,0
sure#9,0.125,0.5
sure_as_shooting#1,0.25,0
uncertain#2,0.125,0.375
indefinite#2,0,0.5
up_in_the_air#1,0.375,0.125
sure#1,0.25,0.5
positive#2,0.125,0.375
unsure#2,0.25,0.125
ambivalent#1,0,0.625
dubious#1,0,0.125
groping#1,0.25,0.375
convinced#2,0.125,0
unconvinced#1,0.125,0.625
dubious#3,0,0.25
confident#1,0.375,0
assured#1,0.625,0
positive#11,0.5,0
reassured#1,0.625,0
self-confident#1,0.75,0
unsure#1,0.25,0.25
sure#3,0,0
destined#2,0,0
fated#1,0,0
predestined#1,0,0
in_for#1,0,0
uncertain#4,0,0.5
iffy#1,0,0
contingent#3,0.375,0.5
certified#1,0.625,0.125
certifiable#2,0.5,0
certificated#1,0.375,0.125
credentialled#1,0.375,0
uncertified#1,0,0.25
inevitable#1,0,0.625
fateful#4,0.125,0
unavoidable#1,0,0.5
necessary#2,0.125,0
evitable#1,0.625,0
preventable#1,0.625,0
changeful#1,0.375,0.25
adjustable#2,0.625,0
astatic#1,0.125,0.5
checkered#2,0.375,0.5
distortable#1,0.5,0
quicksilver#1,0,0.25
unstable#6,0,0
mobile#5,0,0
jittering#1,0,0
kaleidoscopical#1,0,0
mobile#4,0.125,0
open-ended#3,0.25,0
quick-change#1,0,0
quick-drying#1,0.125,0
reversible#4,0.25,0
volatile#4,0,0
unchangeable#1,0.375,0.5
unalterable#3,0,0
confirmed#1,0.125,0.375
frozen#7,0,0.75
set_in_stone#1,0.375,0.375
unchanging#2,0,0
commutable#1,0,0
alterable#2,0.375,0.375
transmutable#1,0,0
incommutable#1,0,0.5
untransmutable#1,0.125,0.625
unalterable#2,0.125,0
alterable#1,0.5,0
unalterable#1,0,0.75
incurable#2,0.25,0.5
last#8,0,0.625
modifiable#1,0.5,0
unmodifiable#1,0,0.625
adjusted#1,0.25,0
focused#3,0,0
weighted#2,0,0
unadjusted#1,0,0.625
maladjusted#3,0,0.375
adjusted#2,0.125,0.375
well-balanced#2,0.5,0.375
maladjusted#1,0,0.25
unadjusted#2,0,0.625
altered#1,0,0.125
changed#2,0.375,0
emended#1,0,0
paraphrastic#1,0,0.25
revised#1,0.375,0
unchanged#2,0,0
timeless#1,0.125,0
unmoved#2,0,0.125
unedited#1,0.5,0.25
unreduced#1,0.125,0.375
unrevised#1,0.125,0.625
amended#1,0,0
revised#2,0,0
unamended#1,0,0.125
changed#1,0.25,0
denaturized#1,0.375,0.375
exchanged#1,0.125,0.25
transformed#1,0.125,0
varied#3,0,0.375
unchanged#1,0,0.625
idempotent#1,0,0
same#4,0,0.375
isometric#2,0,0
isotonic#3,0,0
ionized#1,0.375,0
unionized#1,0.375,0.125
mutable#1,0.625,0
immutable#1,0,0.625
characteristic#1,0,0
symptomatic#1,0.375,0.25
typical#2,0,0
peculiar#4,0,0
charged#1,0,0
live#10,0,0
negatively_charged#1,0,0
positively_charged#1,0.25,0
polar#1,0,0
uncharged#1,0,0
neutral#7,0,0.25
drained#3,0,0
charitable#2,0.5,0.125
philanthropic#1,0.5,0
uncharitable#1,0.25,0.375
unchartered#1,0,0.125
owned#1,0,0.125
closely-held#1,0,0.125
unowned#1,0,0
chaste#1,0.625,0.125
continent#2,0.375,0
virtuous#2,0.25,0
unchaste#1,0.25,0.25
cyprian#2,0,0
wanton#2,0,0.25
fallen#3,0.125,0.125
licentious#1,0.5,0.25
cheerful#1,0.75,0
glad#4,0.75,0.125
twinkly#1,0.5,0.375
lightsome#2,0.625,0
perky#1,0.5,0.25
sunny#1,0.5,0
jaunty#2,0.375,0.125
uncheerful#1,0.125,0.625
sorry#4,0,0.625
sombre#2,0,0.625
chlamydeous#1,0,0
achlamydeous#1,0,0.625
granular#2,0,0
achondritic#2,0,0.625
monoclinic#1,0,0
triclinic#1,0,0
monochromatic#2,0,0
polychromatic#1,0,0
chromatic#3,0.5,0.25
yellow-brown#1,0,0
amber-green#1,0,0
amethyst#1,0,0.125
auburn#1,0,0.125
golden#1,0,0
avocado#1,0,0
sky-blue#1,0,0
beige#1,0,0
blackish-brown#1,0,0
blackish-red#1,0,0.125
blae#1,0,0
bluish#1,0,0
teal#1,0,0
bluish-lilac#1,0,0.5
bluish-purple#1,0,0
bluish-violet#1,0,0
rosy#3,0.125,0
bottle-green#1,0,0
raspberry-red#1,0,0
bronzy#1,0,0
bronze-red#1,0,0
dark-brown#1,0,0
brownish-green#1,0,0
brownish-purple#1,0,0
buff#1,0,0
buff-brown#1,0,0
canary-yellow#1,0,0
caramel_brown#1,0,0
carnation#1,0,0
chartreuse#1,0,0
chestnut#1,0,0
chestnut-brown#1,0,0
coppery#1,0,0
coral#1,0,0
coral-red#1,0,0.125
creamy#1,0,0
creamy-yellow#1,0,0
watercress#1,0,0
crimson-magenta#1,0,0.25
crimson-purple#1,0,0.125
crimson-yellow#1,0,0
dark-blue#1,0,0
deep-pink#1,0,0
deep-yellow#1,0,0
dull-purple#1,0.25,0
dun#1,0,0
earthlike#1,0,0
taupe#1,0,0
golden-yellow#1,0,0
golden-brown#1,0,0
golden-green#1,0,0.25
greyish-blue#1,0,0
greyish-brown#1,0,0
greyish-green#1,0,0
greyish-pink#1,0,0.25
light-green#1,0,0.125
greenish-brown#1,0,0
hazel#1,0,0
hazel-brown#1,0,0
honey#1,0,0
jade-green#1,0,0
khaki#1,0,0
lilac-colored#1,0,0
lavender-tinged#1,0,0
pale_blue#1,0,0
violet-blue#1,0,0
violet-pink#1,0,0.25
lilac-purple#1,0,0
magenta#1,0,0
magenta_pink#1,0,0
maroon#1,0,0
maroon-purple#1,0,0
mauve#1,0,0
mauve-blue#1,0,0
mauve-pink#1,0,0
mosstone#1,0,0.125
mousy#3,0,0
ochre#1,0,0
olive-brown#1,0,0
olive-drab#1,0,0
olive#1,0,0.125
orangish#1,0,0
orangish-red#1,0,0
orange-brown#1,0,0
peachy-coloured#1,0.25,0.125
peacock-blue#1,0,0
pea-green#1,0,0
pinkish#1,0,0
pinkish-lavender#1,0,0.5
salmon#1,0,0
pink-red#1,0,0
pink-tinged#1,0,0
pinkish-purple#1,0,0
powdery-blue#1,0,0.125
violet#1,0,0
purplish-blue#1,0,0
purplish-brown#1,0,0
purplish-green#1,0,0
purplish-lilac#1,0,0.5
purplish-red#1,0,0
purple-tinted#1,0,0
scarlet#1,0,0
reddish-brown#1,0,0
reddish-lavender#1,0,0
reddish-pink#1,0,0
reddish-orange#1,0,0
reddisn-purple#1,0,0
reddish-violet#1,0,0
roseate#1,0,0
rose-red#1,0,0
rose-lilac#1,0,0.5
rose-mauve#1,0,0.375
rosy-purple#1,0.5,0
rose-tinted#1,0,0
russet#1,0,0
rusty#2,0,0
rusty-red#1,0,0
rusty-brown#1,0,0
sage-green#1,0,0
sapphire#1,0,0
scarlet-crimson#1,0,0.375
scarlet-pink#1,0,0.375
sea-green#1,0,0
silvery-blue#1,0,0
silvery-green#1,0,0
snuff-brown#1,0,0
sorrel#1,0,0
stone#1,0.125,0
straw#1,0,0
sulphur-yellow#1,0,0
tan#1,0,0
tannish#1,0,0.125
tangerine#1,0,0
tawny-brown#1,0,0
ultramarine#1,0,0.125
umber#1,0,0
vermillion#1,0,0
vinaceous#2,0,0
violet-tinted#1,0.125,0
white-pink#1,0,0.125
wine-red#1,0,0
yellowish#1,0,0
yellowish-beige#1,0,0
yellow-green#1,0,0
yellowish-orange#1,0,0
yellow-tinged#1,0,0
neutral#5,0.25,0.375
silvery#3,0,0
ashy#1,0,0
blackish#1,0,0.125
blackish-grey#1,0,0
cool-white#1,0,0
bluish-grey#1,0,0
bluish_black#1,0,0.125
brownish-black#1,0,0
brownish-grey#1,0,0
canescent#1,0,0
chalky#2,0,0
charcoal-grey#1,0,0
sooty#1,0,0.125
cottony-white#1,0,0
dull-white#1,0.25,0
ebony#1,0,0
greyish#1,0,0
greyish-black#1,0,0
greyish-white#1,0,0
greenish-grey#1,0,0
greenish-white#1,0,0
hueless#1,0.125,0.25
inky-black#1,0,0
iron-grey#1,0,0
lily-white#2,0,0
milk-white#1,0,0
olive-grey#1,0,0
oxford-grey#1,0,0
pearl_grey#1,0,0
pearly-white#1,0,0
pinkish-white#1,0,0
purplish-black#1,0,0
purplish-white#1,0,0
reddish-grey#1,0,0
sable#1,0,0
silvery-grey#1,0,0.25
silvery-white#1,0,0
slate-black#1,0,0.75
stone-grey#1,0,0
snowy#3,0,0
sooty-black#1,0,0
violet-black#1,0,0
white-flowered#1,0.125,0
whitish#2,0.5,0.25
yellowish-grey#1,0,0
yellowish-white#1,0,0
black#1,0,0.375
white#1,0,0.25
albescent#1,0,0
saturated#3,0,0.75
vivid#4,0.25,0
unsaturated#3,0,0.125
dull#5,0.125,0.375
colour#1,0.625,0
black_and_white#1,0,0.625
coloured#1,0,0
reddened#1,0,0.25
bay#1,0,0
dichromatic#2,0,0
blackened#2,0,0
blue-flowered#1,0.125,0
brightly-coloured#1,0,0
buff-coloured#1,0,0
chestnut-coloured#1,0,0
chocolate-coloured#1,0,0
cinnamon_coloured#1,0,0
cinnamon-red#1,0,0
creamy-white#1,0,0
dusky-coloured#1,0,0
dun-coloured#1,0,0
fawn-coloured#1,0,0
flame-coloured#1,0,0
flesh-coloured#1,0,0
garnet-coloured#1,0,0
gingery#2,0,0
gold-coloured#1,0,0
honey-coloured#1,0,0
indigo#1,0,0
lead-coloured#1,0,0
liver-colored#1,0,0
metallic-coloured#1,0,0
monochromous#1,0,0
varicoloured#2,0,0
neutral-coloured#1,0,0
olive-coloured#1,0,0
orange-hued#1,0,0
orange-flowered#1,0,0
pale-hued#1,0,0
pastel-colored#1,0.125,0.25
peach-colored#1,0,0
polychromic#1,0.5,0
purple-flowered#1,0,0
red-flowered#1,0,0
roan#1,0,0
rosy-colored#1,0,0
rust-colored#1,0,0
silver-colored#1,0,0
straw-coloured#1,0,0
tawny-coloured#1,0,0
tricolor#1,0.125,0
violet-flowered#1,0,0
violet-purple#1,0,0
uncoloured#1,0,0
achromatous#1,0,0.375
achromous#1,0,0
stained#1,0,0.375
unstained#1,0,0.25
untreated#3,0,0.625
colourful#2,0,0
ablaze#3,0,0
vivid#3,0,0
shot#1,0,0
rich#5,0.375,0.125
fluorescent#2,0.375,0
prismatic#2,0,0
psychedelic#2,0,0
shrill#3,0,0
vibrant#3,0.625,0.25
colourless#2,0,0.125
white#11,0.125,0.25
washy#2,0.125,0.375
sombre#1,0,0.25
greyed#1,0,0.25
etiolated#1,0,0.25
lurid#4,0,0.25
wan#2,0,0.625
pasty#1,0.125,0.125
prefaded#1,0,0
waxy#4,0.25,0.125
whitened#1,0,0
colourful#1,0.125,0
gay#4,0.125,0.125
sporty#2,0.25,0
many-sided#3,0.25,0.125
noisy#2,0.375,0.375
picturesque#2,0.125,0.5
colourless#1,0,0.25
neutral#6,0.5,0.375
pallid#3,0.5,0.125
light-colored#1,0,0
pale#1,0,0
palish#1,0,0
pastel#2,0.125,0.25
powdery#2,0,0
dark#2,0,0
darkish#1,0,0
chromatic#2,0,0
diatonic#1,0,0
cismontane#1,0,0
ultramontane#3,0,0
transmontane#1,0,0
ultramontane#2,0,0
christian#2,0.375,0
christianly#1,0,0
christly#1,0.5,0
unchristian#1,0,0.625
nonchristian#1,0,0.625
unchristlike#1,0,0.75
civilized#1,0,0
advanced#7,0.375,0
civil#6,0,0
humane#3,0.625,0
noncivilized#1,0,0.625
wild#12,0.25,0
barbarous#2,0,0
preliterate#2,0.125,0
primitive#3,0.25,0
classical#1,0,0
hellenic#1,0,0
eyes-only#1,0,0
confidential#4,0,0
restricted#3,0,0
secret#11,0,0
sensitive#5,0,0
top-secret#1,0,0
unclassified#1,0,0.75
declassified#1,0,0
unrestricted#5,0,0.625
analyzed#1,0.125,0
unanalyzed#1,0.125,0.625
raw#7,0,0.75
clean#1,0.5,0.375
cleanable#1,0.625,0
cleanly#1,0,0.375
dry-cleaned#1,0,0.25
unused#1,0,0.75
spotless#1,0.5,0
pristine#2,0.375,0.5
scrubbed#1,0,0.125
